case_id,date,predicted_class,descriptor,pearson_STD_descriptor,spearman_STD_descriptor,top10_intersection_cells,top10_overlap_fraction_of_domain,top10_jaccard,std_hotspot_x,std_hotspot_y,descriptor_hotspot_x,descriptor_hotspot_y,hotspot_distance_pixels,source_STD,source_descriptor
C01_representative,2024-08-24,1,boundary_score,0.3074764397969546,0.33234963122430383,215.0,0.026861569215392303,0.15478761699064075,54.96878901373283,32.77028714107366,77.24906600249066,41.61519302615193,23.971714640627276,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz
C01_representative,2024-08-24,1,gradient,-0.0858473413386554,0.039603294671917,55.0,0.006871564217891054,0.03555268261150614,54.96878901373283,32.77028714107366,96.81398252184769,37.24968789013733,42.08426369561775,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz,results\fossum_roi_x490_step08_final_descriptors_20260514_164854\step08_all_descriptor_maps.npz
C01_representative,2024-08-24,1,heterogeneity,-0.12704345015900118,-0.17718448977754694,82.0,0.01024487756121939,0.05394736842105263,54.96878901373283,32.77028714107366,18.049937578027464,21.149812734082396,38.70448316119494,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz,results\fossum_roi_x490_step08_final_descriptors_20260514_164854\step08_all_descriptor_maps.npz
C01_representative,2024-08-24,1,representative_zone,0.5057291769744586,0.5204553056376207,141.0,0.017616191904047975,0.09650924024640657,54.96878901373283,32.77028714107366,55.493133583021226,37.86267166042447,5.11930828533172,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz,results\fossum_roi_x490_step08_final_descriptors_20260514_164854\step08_all_descriptor_maps.npz
C01_representative,2024-08-24,1,interest_map,0.27856625298762017,0.31200966321575146,188.0,0.02348825587206397,0.13295615275813297,54.96878901373283,32.77028714107366,75.94132334581772,35.091136079900124,21.100557720290983,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz,results\fossum_roi_x490_step08_final_descriptors_20260514_164854\step08_all_descriptor_maps.npz
C01_representative,2024-08-24,1,cold_region,-0.36299035850836947,-0.3586223920643542,24.0,0.0029985007496251873,0.0098159509202454,54.96878901373283,32.77028714107366,97.87230215827338,31.41187050359712,42.925012940064875,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz,results\fossum_roi_x490_step08_final_descriptors_20260514_164854\step08_all_descriptor_maps.npz
C01_representative,2024-08-24,1,warm_region,-0.26566611680223723,-0.27694468744415757,104.0,0.012993503248375811,0.03431210821511053,54.96878901373283,32.77028714107366,18.37146529562982,43.89331619537275,38.25030560231391,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz,results\fossum_roi_x490_step08_final_descriptors_20260514_164854\step08_all_descriptor_maps.npz
C06_representative,2023-12-22,6,boundary_score,0.6939493232240875,0.6951756531338574,236.0,0.02948525737131434,0.17276720351390923,92.11111111111111,43.01123595505618,82.58052434456928,51.37702871410737,12.681426284214862,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz
C06_representative,2023-12-22,6,gradient,0.17156034037596196,0.7251740910014101,244.0,0.030484757621189407,0.1796759941089838,92.11111111111111,43.01123595505618,90.29712858926342,40.484394506866415,3.110540193255611,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz,results\fossum_roi_x490_step08_final_descriptors_20260514_164854\step08_all_descriptor_maps.npz
C06_representative,2023-12-22,6,heterogeneity,-0.2493442195004599,-0.28867250029619956,24.0,0.0029985007496251873,0.015209125475285171,92.11111111111111,43.01123595505618,24.644194756554306,52.10861423220974,68.07750798839798,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz,results\fossum_roi_x490_step08_final_descriptors_20260514_164854\step08_all_descriptor_maps.npz
C06_representative,2023-12-22,6,representative_zone,-0.35462598540812645,-0.35102311453838575,6.0,0.0007496251874062968,0.0037593984962406013,92.11111111111111,43.01123595505618,52.06991260923845,32.31210986267166,41.4459753969805,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz,results\fossum_roi_x490_step08_final_descriptors_20260514_164854\step08_all_descriptor_maps.npz
C06_representative,2023-12-22,6,interest_map,0.6851507367289295,0.6963173511443937,235.0,0.02936031984007996,0.17190929041697148,92.11111111111111,43.01123595505618,84.33083645443196,45.923845193508114,8.307584866209885,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz,results\fossum_roi_x490_step08_final_descriptors_20260514_164854\step08_all_descriptor_maps.npz
C06_representative,2023-12-22,6,cold_region,0.4673375728575845,0.46670345950204245,420.0,0.05247376311844078,0.2151639344262295,92.11111111111111,43.01123595505618,100.15149586250796,34.90388287714831,11.418273112881694,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz,results\fossum_roi_x490_step08_final_descriptors_20260514_164854\step08_all_descriptor_maps.npz
C06_representative,2023-12-22,6,warm_region,-0.5380160789677022,-0.5610172503885709,1.0,0.0001249375312343828,0.00030950170225936243,92.11111111111111,43.01123595505618,19.476347182229535,44.3282599753188,72.64670318241775,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz,results\fossum_roi_x490_step08_final_descriptors_20260514_164854\step08_all_descriptor_maps.npz
October_control,2024-10-30,2,boundary_score,-0.8767587178750927,-0.8306648521610397,0.0,0.0,0.0,22.845193508114857,38.916354556803995,97.34207240948814,20.634207240948815,76.7073782404568,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz
October_control,2024-10-30,2,gradient,-0.3440088278480337,-0.8306877670940939,0.0,0.0,0.0,22.845193508114857,38.916354556803995,97.34207240948814,20.634207240948815,76.7073782404568,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz,results\fossum_roi_x490_step08_final_descriptors_20260514_164854\step08_all_descriptor_maps.npz
October_control,2024-10-30,2,heterogeneity,0.4280053084527909,0.5632347654846309,182.0,0.02273863068465767,0.12816901408450704,22.845193508114857,38.916354556803995,19.757802746566792,41.25343320848939,3.8721981275053534,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz,results\fossum_roi_x490_step08_final_descriptors_20260514_164854\step08_all_descriptor_maps.npz
October_control,2024-10-30,2,representative_zone,0.6377788068200652,0.5383054414201484,25.0,0.00312343828085957,0.01585288522511097,22.845193508114857,38.916354556803995,54.61173533083645,31.700374531835205,32.57581230139118,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz,results\fossum_roi_x490_step08_final_descriptors_20260514_164854\step08_all_descriptor_maps.npz
October_control,2024-10-30,2,interest_map,-0.8589077122872849,-0.8112913835715507,0.0,0.0,0.0,22.845193508114857,38.916354556803995,98.68539325842697,22.309612983770286,77.6371030103569,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz,results\fossum_roi_x490_step08_final_descriptors_20260514_164854\step08_all_descriptor_maps.npz
October_control,2024-10-30,2,cold_region,-0.8176551487374667,-0.7836853103511041,0.0,0.0,0.0,22.845193508114857,38.916354556803995,92.87593703148426,37.70014992503748,70.04130347261018,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz,results\fossum_roi_x490_step08_final_descriptors_20260514_164854\step08_all_descriptor_maps.npz
October_control,2024-10-30,2,warm_region,0.6089532775491716,0.6466791311951434,660.0,0.08245877061469266,0.23495906016375934,22.845193508114857,38.916354556803995,18.66191904047976,39.31634182908546,4.202353517917653,results\fossum_roi_x490_step10f_minimal_boundary_planner_inputs_20260519_195022\planner_minimal_boundary_input_maps.npz,results\fossum_roi_x490_step08_final_descriptors_20260514_164854\step08_all_descriptor_maps.npz
